income_declared,work_expense_claim,travel_expense_claim,education_expense,other_deductions,total_deductions,deduction_income_ratio,prior_year_income_delta,prior_year_deduction_delta,refund_requested,filing_method,industry_code,num_dependents,fraud_label
46300,3970,1030,960,280,6240,0.1348,-0.0314,0.1085,1110,self,retail,3,0
73700,13670,1480,1740,3210,20100,0.2727,0.083,-0.1193,8740,self,manufacturing,0,0
70000,14210,6810,1440,3450,25910,0.3701,0.0955,0.0555,9990,self,transport,2,0
46200,4900,1310,2710,1450,10370,0.2245,0.1834,-0.0953,2650,tax_agent,finance,2,0
51300,6150,1850,60,2550,10610,0.2068,0.1151,0.0477,2560,tax_agent,retail,4,0
66000,9410,2380,3490,1250,16530,0.2505,0.029,-0.143,3430,self,healthcare,0,0
55700,12440,1600,1770,90,15900,0.2855,0.2719,0.3461,3940,self,IT,0,0
98800,28350,11840,3590,1820,45600,0.4615,0.0496,0.1382,14510,tax_agent,construction,2,0
66300,7390,110,390,2020,9910,0.1495,0.0683,-0.1196,4240,self,retail,1,0
92300,13920,1980,1840,3560,21300,0.2308,0.008,0.0709,7060,tax_agent,education,0,0
58200,17730,6160,3510,920,28320,0.4866,0.1272,0.6894,7860,self,manufacturing,1,1
102400,12270,2000,190,4170,18630,0.1819,-0.1451,0.1215,6560,self,retail,1,0
117100,9740,30,200,3110,13080,0.1117,-0.0471,0.0655,1590,tax_agent,finance,1,0
24200,8230,760,5050,100,14140,0.5843,0.0135,-0.0552,2260,tax_agent,retail,1,1
88600,13740,3250,4110,1280,22380,0.2526,-0.0195,0.0342,9280,tax_agent,healthcare,2,0
49100,5870,980,1490,1400,9740,0.1984,-0.0716,0.0758,2120,tax_agent,retail,3,0
56600,6000,600,970,1350,8920,0.1576,0.1364,0.0802,3620,tax_agent,hospitality,1,0
85500,20940,1390,4240,730,27300,0.3193,-0.0112,0.1494,8010,self,IT,0,0
77000,8550,760,3100,3370,15780,0.2049,-0.0063,0.1454,3290,tax_agent,retail,1,0
63300,3530,110,3550,2030,9220,0.1457,0.2271,0.167,4740,tax_agent,hospitality,0,0
103600,28910,6390,2330,10,37640,0.3633,0.1681,0.0439,11060,self,construction,0,0
79500,8180,3170,850,920,13120,0.165,0.1508,0.2293,6770,self,hospitality,3,0
47400,16830,2350,7580,980,27740,0.5852,0.1149,-0.0825,8000,self,construction,0,1
131800,34810,12390,5120,3330,55650,0.4222,0.2005,0.0228,20090,self,real_estate,1,0
56298,10750,2140,1500,1690,16080,0.2856,0.1504,-0.1525,4150,self,manufacturing,0,1
72500,5810,1050,2390,2970,12220,0.1686,0.1927,0.0509,4440,tax_agent,hospitality,3,0
53000,14640,2910,2960,170,20680,0.3902,-0.1452,0.0065,8370,tax_agent,construction,1,0
47100,3390,50,1130,1090,5660,0.1202,0.0443,0.0114,1400,tax_agent,finance,3,0
180700,15950,3100,10290,2450,31790,0.1759,-0.1282,-0.0414,9770,self,hospitality,0,0
65100,5890,1400,3900,1700,12890,0.198,0.0354,0.1862,3630,tax_agent,finance,1,0
78000,5450,3040,520,2170,11180,0.1433,0.2497,0.2145,3340,self,retail,1,0
90800,14120,2670,3250,2930,22970,0.253,0.0342,0.0177,9780,self,finance,1,0
18000,5650,1760,660,470,8540,0.4744,0.1457,0.1853,1330,tax_agent,construction,1,0
43500,5010,1550,2070,590,9220,0.212,-0.1145,-0.1649,1730,self,finance,0,0
241700,39000,19140,11820,8200,78160,0.3234,0.1093,0.1027,29610,tax_agent,construction,2,0
18000,3260,690,550,300,4800,0.2667,0.0901,0.0845,1130,tax_agent,IT,0,0
31600,2010,30,1000,150,3190,0.1009,-0.0212,0.1508,1050,tax_agent,retail,1,0
56200,8230,1490,1780,2110,13610,0.2422,0.0154,0.1249,4760,self,healthcare,0,0
41700,9670,1490,1810,180,13150,0.3153,0.072,0.104,2990,tax_agent,construction,0,0
47600,11690,4090,1880,340,18000,0.3782,0.1753,-0.0128,4900,self,real_estate,0,0
38100,10160,610,1730,1860,14360,0.3769,-0.0384,0.2339,3300,tax_agent,IT,1,0
65500,13200,2120,60,1460,16840,0.2571,-0.0255,0.1418,5920,tax_agent,IT,0,0
87600,6280,290,5100,1750,13420,0.1532,0.0479,-0.071,6990,tax_agent,hospitality,0,0
89700,14360,290,5010,3810,23470,0.2616,0.0303,0.0814,8050,self,IT,1,0
45800,4930,480,1120,1010,7540,0.1646,-0.0353,0.1115,2400,self,retail,1,0
122900,26060,0,340,2580,28980,0.2358,0.1894,-0.0902,6400,self,IT,1,0
77900,15370,2290,1890,2180,21730,0.2789,-0.0555,-0.0132,8610,self,education,1,0
129800,26010,20,4880,2420,33330,0.2568,0.0333,-0.1096,15450,self,IT,0,0
84400,12520,1250,4730,1920,20420,0.2419,0.0087,0.0243,6120,tax_agent,healthcare,1,0
62400,14010,2640,1750,580,18980,0.3042,0.0436,0.0681,7580,self,real_estate,0,0
63200,5340,2410,430,1270,9450,0.1495,0.0595,0.0116,3240,self,finance,1,0
87400,21190,1310,1440,3720,27660,0.3165,0.0149,-0.0884,8290,self,education,0,0
144200,17910,4520,630,6000,29060,0.2015,0.0198,0.127,13120,tax_agent,IT,4,0
77100,23560,18450,1870,3060,46940,0.6088,0.1008,0.0647,13590,tax_agent,construction,1,1
80800,8040,2370,110,1030,11550,0.1429,-0.0359,0.0016,4140,self,retail,1,0
98200,29600,13580,2150,660,45990,0.4683,-0.0522,0.1121,11860,tax_agent,real_estate,2,0
27100,6510,1040,960,710,9220,0.3402,-0.0486,0.0333,2160,tax_agent,transport,3,0
32800,10750,1250,950,140,13090,0.3991,0.0805,0.2866,3070,self,transport,3,0
81200,11290,320,4460,1430,17500,0.2155,-0.0649,0.0264,4350,tax_agent,finance,3,0
42600,6590,1620,1240,1660,11110,0.2608,0.0644,-0.1051,2690,self,finance,4,0
62300,21610,3260,1830,3010,29710,0.4769,-0.0368,-0.0028,8770,tax_agent,construction,1,0
71500,19720,890,1850,1300,23760,0.3323,-0.0425,-0.0574,8490,tax_agent,IT,4,0
271400,39780,46280,6290,7510,99860,0.3679,0.064,0.0832,39680,tax_agent,IT,0,1
65300,21320,8900,950,2950,34120,0.5225,-0.0052,0.0531,12560,self,construction,0,0
22500,3440,560,430,120,4550,0.2022,0.1956,-0.1406,500,self,healthcare,2,0
80500,18170,4330,460,3820,26780,0.3327,0.0855,0.0816,6130,self,construction,0,0
126000,24180,3360,4920,3500,35960,0.2854,0.0169,0.3009,9670,tax_agent,education,1,0
96500,25060,9460,2770,3200,40490,0.4196,0.0067,-0.1538,13360,tax_agent,construction,1,0
93000,11410,720,5370,3030,20530,0.2208,0.069,0.0776,9660,tax_agent,retail,0,0
48000,17520,6630,5680,580,30410,0.6335,0.1737,0.4937,9420,self,finance,2,1
57100,7680,80,3400,1250,12410,0.2173,0.1246,0.1004,3150,self,retail,0,0
45100,5830,950,770,640,8190,0.1816,0.0133,0.0924,3660,self,healthcare,2,0
48100,7630,1090,1690,260,10670,0.2218,-0.0,-0.0152,2160,self,finance,2,0
64200,5100,1030,490,360,6980,0.1087,0.024,-0.1794,3650,tax_agent,hospitality,0,0
119400,25170,4230,3330,5910,38640,0.3236,0.0766,0.0312,12280,self,education,0,0
351100,23820,8990,7450,14940,55200,0.1572,-0.0111,-0.016,39370,self,retail,1,0
78000,12330,2390,3660,90,18470,0.2368,-0.0646,0.0236,8480,tax_agent,finance,0,0
96900,20330,1840,2970,4770,29910,0.3087,0.0641,0.2617,6990,tax_agent,education,0,0
19100,2620,570,900,630,4720,0.2471,0.0184,0.1197,1230,tax_agent,retail,1,0
56500,8530,520,1760,2610,13420,0.2375,0.1477,0.0809,3260,tax_agent,finance,2,0
167200,22340,3900,3650,7010,36900,0.2207,0.0704,0.0964,8450,self,retail,0,0
75800,28070,1610,20950,630,51260,0.6763,0.1497,0.1188,16770,self,hospitality,0,1
68000,5310,2660,2940,10,10920,0.1606,-0.1278,0.2531,5610,tax_agent,hospitality,1,0
355000,27440,11350,4700,6310,49800,0.1403,-0.0271,-0.1463,16790,self,retail,1,0
138500,20530,5230,3140,1960,30860,0.2228,-0.0482,0.0525,10770,tax_agent,finance,2,0
110100,14780,820,4290,2030,21920,0.1991,-0.0375,0.1512,3770,tax_agent,manufacturing,2,0
69500,10820,2740,2300,600,16460,0.2368,-0.062,0.0783,6520,tax_agent,finance,0,0
83600,22860,250,3210,4050,30370,0.3633,-0.0725,0.0069,11550,tax_agent,manufacturing,4,0
233300,77680,23800,7980,5850,115310,0.4943,0.2035,-0.0208,42650,self,transport,0,0
245800,36330,2480,6100,11540,56450,0.2297,0.0828,0.1026,33390,self,education,0,0
53600,6960,1080,2490,220,10750,0.2006,0.0355,-0.0043,4850,tax_agent,education,0,0
29500,3020,970,1290,890,6170,0.2092,0.0901,-0.0844,1240,tax_agent,healthcare,1,0
74000,7950,580,1170,2510,12210,0.165,0.0625,0.113,4220,tax_agent,hospitality,2,0
109600,8310,3010,5290,3520,20130,0.1837,-0.0614,-0.0175,5720,self,retail,3,0
194400,36680,2850,9480,3650,52660,0.2709,0.0671,0.0557,19250,tax_agent,IT,2,0
68000,10830,590,2890,440,14750,0.2169,-0.0239,0.1454,3090,self,finance,2,0
59400,5540,880,3300,110,9830,0.1655,-0.0158,-0.0462,2290,self,hospitality,0,0
132700,43220,9500,7180,260,60160,0.4534,-0.0045,0.0559,19740,tax_agent,transport,0,0
43300,14140,2300,2400,1140,19980,0.4614,0.104,0.032,3940,self,construction,0,0
26155,2810,320,1500,500,5130,0.1961,-0.1611,0.1214,700,self,retail,1,1
72200,6070,2600,860,660,10190,0.1411,0.0265,-0.0538,2040,self,finance,0,0
69200,6960,2570,500,3180,13210,0.1909,-0.0841,0.1347,5480,tax_agent,hospitality,0,0
145500,36060,12860,1050,4270,54240,0.3728,0.2262,-0.041,25100,tax_agent,transport,0,0
96700,9820,980,3190,3610,17600,0.182,0.0707,0.0559,5770,tax_agent,finance,0,0
53500,3760,740,570,2580,7650,0.143,0.0721,0.2573,3710,tax_agent,hospitality,1,0
63300,8620,600,2570,3140,14930,0.2359,0.1007,-0.043,5050,tax_agent,retail,3,0
335400,93460,18690,1340,960,114450,0.3412,0.0136,0.0604,53820,tax_agent,construction,0,0
32500,8190,2770,1390,370,12720,0.3914,-0.1286,0.1361,2860,self,real_estate,1,0
25600,3850,200,580,70,4700,0.1836,0.1432,-0.0203,1120,tax_agent,finance,2,0
36400,22470,60,2010,1130,25670,0.7052,0.1355,0.6971,4680,tax_agent,hospitality,2,1
85100,7880,1240,5040,330,14490,0.1703,0.0325,0.2311,5030,tax_agent,retail,3,0
134600,22760,3040,340,5450,31590,0.2347,-0.0149,0.0793,10030,self,IT,0,0
40788,3770,100,1890,2000,7760,0.1902,0.252,-0.0724,1920,tax_agent,retail,2,1
52800,7130,1210,2150,130,10620,0.2011,-0.0279,-0.056,4960,tax_agent,retail,2,0
48100,5370,910,2550,1360,10190,0.2119,-0.067,0.0025,2820,self,healthcare,2,0
27800,9300,2620,660,1130,13710,0.4932,0.0442,0.0411,2830,self,transport,1,0
173500,24400,5750,940,3560,34650,0.1997,0.0181,0.0427,12880,tax_agent,education,0,0
64400,5480,240,1730,850,8300,0.1289,0.0474,0.3015,1630,tax_agent,retail,0,0
81400,9010,600,2700,3200,15510,0.1905,0.0092,0.0431,7080,tax_agent,retail,1,0
115100,11590,4400,3450,3050,22490,0.1954,-0.0341,0.1518,9050,tax_agent,retail,1,0
154400,21760,1320,2760,1610,27450,0.1778,0.0272,-0.1786,9540,tax_agent,IT,0,0
63600,10720,5690,2260,190,18860,0.2965,0.0374,0.0215,6880,self,transport,0,0
43600,10530,1180,730,140,12580,0.2885,0.1139,0.0694,2130,tax_agent,IT,1,0
71100,4450,1680,1490,1430,9050,0.1273,0.0294,-0.0409,3770,self,retail,0,0
67000,9410,960,3150,3090,16610,0.2479,0.1046,0.1162,4920,tax_agent,finance,0,0
53000,6850,420,2500,2230,12000,0.2264,0.0231,-0.0906,5360,tax_agent,healthcare,0,0
36000,12810,790,7730,530,21860,0.6072,-0.1079,-0.0634,3720,tax_agent,finance,0,1
89200,20700,8070,1470,4200,34440,0.3861,-0.0049,-0.0462,9370,tax_agent,real_estate,1,0
149200,14190,5820,1520,2370,23900,0.1602,0.1359,-0.0284,6170,tax_agent,finance,1,0
188700,50200,2960,8560,8820,70540,0.3738,0.0381,-0.0697,30330,self,manufacturing,0,0
47500,9760,1760,820,430,12770,0.2688,0.202,0.1483,2700,tax_agent,healthcare,4,0
189400,43320,23110,620,9360,76410,0.4034,0.1338,-0.1201,37430,self,transport,0,0
39300,12990,1670,1930,190,16780,0.427,-0.084,0.0362,3010,self,transport,3,0
78200,18040,3270,15960,2470,39740,0.5082,0.0643,-0.0321,12090,tax_agent,transport,0,1
128000,91770,4660,4250,1930,102610,0.8016,0.1618,0.5612,40280,tax_agent,IT,2,1
97600,17370,7820,1940,3190,30320,0.3107,0.1725,-0.0123,10470,self,construction,1,0
156500,43610,8880,3870,3170,59530,0.3804,0.2181,0.2305,19190,tax_agent,transport,3,0
41000,4980,1030,1690,570,8270,0.2017,-0.0013,-0.023,1570,tax_agent,finance,0,0
65100,4830,440,590,1830,7690,0.1181,0.0663,0.0241,1280,tax_agent,finance,0,0
64400,15440,2530,2950,1140,22060,0.3425,0.193,-0.09,7500,self,construction,3,0
134700,21430,4870,3890,2390,32580,0.2419,0.1081,0.1407,8320,tax_agent,healthcare,0,0
63400,15530,5490,3200,2660,26880,0.424,-0.0446,0.2495,8190,tax_agent,real_estate,0,0
81900,6230,1550,3890,3760,15430,0.1884,0.0272,0.0759,2700,self,retail,4,0
62500,5310,680,600,180,6770,0.1083,0.1386,0.0434,3870,tax_agent,retail,1,0
87900,13880,1800,3330,2560,21570,0.2454,0.0582,0.0284,8380,self,healthcare,2,0
47600,7610,1240,2420,1190,12460,0.2618,-0.0768,0.1016,2510,tax_agent,IT,1,0
38900,14410,3640,840,1820,20710,0.5324,0.032,0.02,4320,tax_agent,transport,1,0
54700,15160,7090,2000,2590,26840,0.4907,-0.0084,-0.0762,9990,self,real_estate,1,0
43500,8360,360,200,1300,10220,0.2349,-0.0642,0.0661,1690,self,IT,1,0
64400,7580,580,2170,3190,13520,0.2099,0.077,-0.0466,3240,self,education,2,0
110700,28370,10730,2890,130,42120,0.3805,-0.0967,-0.0187,13300,tax_agent,construction,0,0
34500,4940,520,1870,370,7700,0.2232,0.1166,-0.1595,1240,tax_agent,education,1,0
57300,9370,1790,1400,400,12960,0.2262,-0.0118,0.1645,3910,self,IT,0,0
237500,44090,3200,3850,10030,61170,0.2576,-0.0437,0.0022,29830,self,manufacturing,1,0
26800,8540,1100,480,840,10960,0.409,-0.0975,-0.0502,1620,tax_agent,construction,0,0
39000,4990,1290,2300,290,8870,0.2274,0.0679,0.0547,1590,tax_agent,retail,0,0
85000,16080,1220,1610,3840,22750,0.2676,0.0372,0.1578,7560,self,IT,1,0
29800,6930,70,1230,230,8460,0.2839,0.0216,0.1392,2060,tax_agent,IT,0,0
67000,8710,770,1380,820,11680,0.1743,0.2284,0.1632,3630,self,IT,2,0
180700,16680,6020,2710,2400,27810,0.1539,-0.0606,0.0751,12390,tax_agent,finance,1,0
51000,7580,340,1520,60,9500,0.1863,0.0328,-0.037,4300,self,education,0,0
44000,3250,550,1710,1110,6620,0.1505,-0.1403,-0.1181,1150,self,finance,0,0
29400,3400,870,270,0,4540,0.1544,0.0258,-0.0628,1390,self,retail,1,0
44400,16340,5730,1760,1790,25620,0.577,0.0444,0.1207,5440,tax_agent,transport,0,0
63100,10010,2190,160,1070,13430,0.2128,0.1117,0.3135,4530,self,healthcare,1,0
232900,18350,680,2150,3450,24630,0.1058,0.1864,-0.1544,9650,self,finance,1,0
65000,13730,90,2940,3000,19760,0.304,0.301,0.1351,5140,tax_agent,manufacturing,1,0
66700,17830,2050,11330,2650,33860,0.5076,0.076,0.3682,13070,self,finance,2,1
70100,17210,2410,1500,3160,24280,0.3464,0.1106,-0.2124,8220,self,education,2,0
44600,8710,1340,1990,320,12360,0.2771,0.0583,-0.201,2350,self,manufacturing,0,0
19700,2450,670,10,20,3150,0.1599,0.1697,-0.0622,240,tax_agent,education,2,0
159200,31340,18080,1060,4060,54540,0.3426,0.0226,0.0726,25150,tax_agent,transport,0,0
100300,19850,1790,1900,4570,28110,0.2803,0.0084,0.0334,6220,self,healthcare,2,0
132600,9770,3610,5070,5210,23660,0.1784,-0.0789,-0.0003,7120,self,hospitality,2,0
81900,8480,2530,1340,2030,14380,0.1756,0.0119,0.1214,6010,self,healthcare,2,0
136200,11770,5050,690,1670,19180,0.1408,0.1712,-0.1035,7480,tax_agent,retail,3,0
30800,5980,190,960,1520,8650,0.2808,-0.0127,0.1568,1540,tax_agent,manufacturing,0,0
74000,16330,1120,880,3690,22020,0.2976,0.0619,0.0937,7040,tax_agent,IT,0,0
95600,19450,2030,3470,540,25490,0.2666,-0.1188,0.0482,8290,tax_agent,education,2,0
148700,24220,17490,2350,1650,45710,0.3074,0.0225,0.3992,14430,self,construction,2,0
90500,16920,7130,3230,1270,28550,0.3155,0.1767,0.0462,7640,self,construction,0,0
90600,22550,710,270,1260,24790,0.2736,0.1646,-0.1424,10090,self,education,1,0
81500,9260,2070,510,3140,14980,0.1838,0.0971,0.1618,6540,self,finance,1,0
31900,4920,330,1480,1120,7850,0.2461,0.0149,0.0329,1870,self,finance,0,0
51900,7930,5010,2050,440,15430,0.2973,0.0148,0.0375,4710,self,real_estate,3,0
54500,11220,6060,1810,2070,21160,0.3883,-0.1716,0.0415,7200,tax_agent,transport,2,0
113900,20600,3750,2460,1250,28060,0.2464,-0.0797,-0.0014,6930,tax_agent,real_estate,2,0
95500,15590,2600,5020,100,23310,0.2441,0.0675,0.0755,4480,tax_agent,finance,1,0
164800,25830,6140,870,5900,38740,0.2351,-0.0174,-0.1072,8290,self,finance,0,0
94200,24710,780,2000,2920,30410,0.3228,-0.0803,0.0997,7250,self,IT,2,0
64000,4650,2210,340,2320,9520,0.1488,-0.1485,-0.0053,2220,tax_agent,retail,0,0
145800,26040,2120,3400,410,31970,0.2193,-0.0191,0.1,12870,tax_agent,healthcare,1,0
36300,2500,920,1590,880,5890,0.1623,-0.0841,0.0885,1010,self,hospitality,0,0
61400,12500,4600,2420,2160,21680,0.3531,0.0825,0.0913,5900,tax_agent,transport,1,0
42800,5320,600,980,1910,8810,0.2058,0.1904,0.0635,2280,tax_agent,retail,1,0
38900,5570,1230,2290,1610,10700,0.2751,0.122,0.0682,2160,tax_agent,finance,0,0
39600,4550,280,1330,1510,7670,0.1937,-0.0019,-0.1349,1660,tax_agent,education,0,0
50000,6860,1750,1820,150,10580,0.2116,0.0765,-0.1434,4530,self,IT,0,0
79900,10520,150,2460,20,13150,0.1646,-0.1186,0.1167,1860,tax_agent,retail,1,0
59400,19530,8680,6340,1420,35970,0.6056,-0.0924,0.7484,9900,tax_agent,real_estate,0,1
83100,12520,2760,3240,3870,22390,0.2694,0.075,-0.0506,9900,self,finance,0,0
81300,8810,1210,390,2970,13380,0.1646,0.0463,0.1235,4550,self,retail,0,0
19900,5550,1610,560,970,8690,0.4367,0.0515,0.2609,1280,tax_agent,transport,0,0
78400,12570,7900,3530,760,24760,0.3158,0.1088,0.1001,6820,self,real_estate,1,0
47700,3840,1770,2590,1320,9520,0.1996,0.1394,-0.0447,3080,self,hospitality,3,0
29200,3210,190,930,530,4860,0.1664,0.0323,0.1794,1140,self,finance,1,0
81600,9010,480,4810,1360,15660,0.1919,0.0237,0.0006,3960,self,retail,4,0
74600,15730,590,4300,1850,22470,0.3012,0.1604,-0.2414,8210,tax_agent,IT,1,0
78100,17350,3050,16590,1720,38710,0.4956,0.0407,-0.0643,10530,self,hospitality,1,1
105400,19150,4120,260,2030,25560,0.2425,0.1796,0.0884,9180,self,manufacturing,4,0
49500,7310,7800,510,440,16060,0.3244,-0.0278,0.084,4640,tax_agent,finance,0,1
41700,10140,60,300,1410,11910,0.2856,-0.0361,-0.0747,1920,tax_agent,IT,2,0
70400,16060,780,17460,1860,36160,0.5136,0.0476,0.0419,12630,tax_agent,education,1,1
55800,13550,4580,3230,1210,22570,0.4045,0.1701,0.101,5640,tax_agent,construction,0,0
317600,52790,11360,14430,1870,80450,0.2533,0.1373,0.0955,30110,self,education,0,0
66000,20610,2710,560,2520,26400,0.4,0.2556,-0.053,8390,tax_agent,construction,0,0
70800,11570,100,2250,470,14390,0.2032,-0.1457,0.0792,2860,tax_agent,finance,0,0
43500,4680,200,1820,880,7580,0.1743,0.0801,-0.082,2020,self,retail,0,0
39700,10390,550,940,120,12000,0.3023,-0.0307,-0.0797,2250,tax_agent,IT,1,0
28000,5650,70,230,510,6460,0.2307,0.1199,0.2151,1610,self,IT,1,0
58100,10760,1740,2510,370,15380,0.2647,0.095,0.1381,3830,self,healthcare,1,0
61900,17170,2370,3100,2520,25160,0.4065,0.0424,-0.0832,7850,self,IT,0,0
126600,12780,2820,3060,1840,20500,0.1619,-0.1457,0.1129,5890,tax_agent,healthcare,4,0
60200,18180,4790,730,1530,25230,0.4191,0.1939,-0.1215,6340,tax_agent,construction,1,0
55200,9350,1970,550,2000,13870,0.2513,-0.0382,-0.1051,4400,tax_agent,manufacturing,0,0
78400,15400,22170,610,2690,40870,0.5213,-0.0154,-0.1206,10870,tax_agent,construction,0,1
64700,4380,1320,3560,270,9530,0.1473,0.1239,0.0681,5140,tax_agent,retail,0,0
115900,20780,3660,5930,5670,36040,0.311,0.0884,0.0995,12660,tax_agent,IT,0,0
150600,15610,5450,3310,2180,26550,0.1763,0.0391,-0.1933,12970,tax_agent,retail,0,0
66900,8860,660,670,1160,11350,0.1697,0.0811,-0.1226,1810,tax_agent,retail,0,0
40000,10410,3070,1530,1240,16250,0.4062,-0.0313,-0.1852,2620,tax_agent,transport,1,0
62900,7720,400,1660,1970,11750,0.1868,0.0079,0.0801,3060,self,IT,0,0
76500,8540,250,400,250,9440,0.1234,0.0925,0.0942,2280,tax_agent,finance,1,0
32400,8850,2850,80,200,11980,0.3698,0.0157,0.0501,2340,tax_agent,real_estate,1,0
58000,6850,1640,850,1630,10970,0.1891,0.1249,-0.082,3480,self,healthcare,2,0
29900,4230,180,1220,10,5640,0.1886,0.1237,-0.1677,1420,tax_agent,finance,0,0
85700,19990,1160,2930,760,24840,0.2898,-0.0278,0.0917,8850,tax_agent,education,1,0
37000,7060,2620,1600,940,12220,0.3303,-0.0861,0.0219,2460,self,construction,0,0
57000,14430,2280,1910,400,19020,0.3337,0.0919,-0.0322,7140,self,manufacturing,3,0
62600,11890,3150,470,710,16220,0.2591,-0.0122,0.073,3940,tax_agent,transport,1,0
33600,3260,710,1670,840,6480,0.1929,0.0468,0.1518,1360,tax_agent,healthcare,0,0
69800,9350,880,190,1110,11530,0.1652,0.1848,0.2043,2720,tax_agent,retail,0,0
37700,8230,640,780,290,9940,0.2637,0.0908,-0.1914,1440,self,education,0,0
154500,48340,19650,4610,4850,77450,0.5013,0.0711,0.1781,28090,self,transport,3,0
142200,19340,4640,4720,2950,31650,0.2226,0.1199,0.2233,10910,tax_agent,retail,1,0
130600,25910,11640,3450,2830,43830,0.3356,0.1498,0.1221,20820,self,real_estate,2,0
74200,7160,1860,3280,2660,14960,0.2016,0.1153,-0.0117,3710,self,healthcare,1,0
82500,6780,1840,2740,1100,12460,0.151,0.0381,0.062,5200,self,retail,2,0
62200,8170,800,1740,2510,13220,0.2125,0.0168,0.0829,4930,self,manufacturing,0,0
92000,18590,9440,920,1670,30620,0.3328,-0.0813,0.1793,9020,self,real_estate,2,0
168600,41400,10,3370,7570,52350,0.3105,0.1445,-0.0753,13710,self,education,1,0
40000,12770,6280,2640,40,21730,0.5432,0.0279,0.6294,4100,tax_agent,finance,0,1
87300,13350,3500,2690,2490,22030,0.2523,0.0805,0.1275,9300,self,real_estate,0,0
26700,4890,680,1390,1120,8080,0.3026,-0.0675,-0.097,2030,self,IT,0,0
54600,8950,140,1760,390,11240,0.2059,0.1169,0.1052,5110,self,IT,0,0
66200,8270,1300,1950,1230,12750,0.1926,0.1121,0.0538,2450,self,IT,4,0
81600,21270,9360,3760,3630,38020,0.4659,0.0608,0.2108,10280,tax_agent,real_estate,0,0
99400,12740,2210,1060,3200,19210,0.1933,0.07,0.0636,6000,self,finance,0,0
140900,18100,5070,3430,1610,28210,0.2002,0.0756,0.1059,10830,self,healthcare,2,0
31700,4710,670,1480,600,7460,0.2353,0.0952,-0.0084,1650,tax_agent,finance,0,0
110600,32290,7120,860,1380,41650,0.3766,0.0612,-0.0257,15150,tax_agent,transport,1,0
184900,16970,3340,10270,8350,38930,0.2105,0.0221,0.0313,24180,tax_agent,finance,0,0
55800,7190,2140,3280,2260,14870,0.2665,0.0426,0.1183,5740,tax_agent,retail,1,0
52100,8380,860,1560,1400,12200,0.2342,-0.0812,0.0424,2440,tax_agent,IT,1,0
76900,11570,2080,3400,2790,19840,0.258,0.0508,-0.0279,4380,tax_agent,finance,0,0
66300,10340,2300,2480,2520,17640,0.2661,0.1031,0.1157,4610,self,manufacturing,1,0
63900,8650,1080,1350,2640,13720,0.2147,0.0367,0.2214,4390,tax_agent,retail,3,0
158500,41940,8690,3850,410,54890,0.3463,-0.0821,0.0326,24750,self,transport,0,0
266100,39630,7380,6240,1060,54310,0.2041,-0.1621,-0.0008,17060,tax_agent,IT,1,0
27729,6780,3870,1490,1340,13480,0.4861,-0.0355,-0.0703,2800,self,construction,1,1
256800,30760,7790,6920,3910,49380,0.1923,0.0791,0.122,15290,tax_agent,finance,2,0
59200,11560,8130,30,20,19740,0.3334,-0.0881,0.069,4940,tax_agent,construction,0,0
109200,5560,1800,1410,1070,9840,0.0901,-0.0526,-0.029,4120,self,hospitality,1,0
40500,6820,4830,1890,1660,15200,0.3753,0.0082,0.0187,3070,tax_agent,transport,0,0
44300,14260,2170,2190,1030,19650,0.4436,0.005,-0.2272,4470,self,construction,2,0
